,testingvalues,predictedvalues
0,15.45916667,15.673410256923075
1,23.854,23.68201281923077
2,15.75416667,15.965833331538466
3,21.68933333,21.692128206153846
4,21.49666667,21.53167948769231
5,23.91583333,23.85594551019231
6,18.24833333,18.36698939489306
7,22.035,21.925683762051285
8,26.4675,26.632602564615386
9,23.30133333,23.121948720769225
10,21.96466667,22.415820511538456
11,22.75133333,22.942740739786323
12,21.68416667,21.682371793076925
13,21.24583333,21.231576920769232
14,22.8975,23.349423076923074
15,15.08166667,15.28403846230769
16,24.57333333,24.284311964224358
17,22.54083333,22.47226495871795
18,17.2525,17.367079422150518
19,15.18583333,15.267735043461538
20,27.67866667,27.488856837179487
21,19.40916667,19.375374751597633
22,16.46,18.165346154615385
23,23.38083333,23.755320513333338
24,23.24166667,23.957435896153846
25,24.68833333,23.673910255384616
26,25.42,25.751224178429485
27,17.6875,17.67099404656777
28,20.86916667,20.74905060369464
29,26.60733333,27.027012821538463
30,25.18666667,24.694217947948722
31,23.29083333,23.241371795076926
32,17.085,17.16544586846154
33,26.12083333,25.52673076923077
34,19.02733333,19.49143589846154
35,23.03266667,23.252717950555557
36,24.66,24.319935895384617
37,22.33933333,22.489612536735045
38,23.10833333,23.491858974615386
39,26.45666667,26.97948718
40,19.41133333,17.29559695524038
41,16.22916667,16.98422222076923
42,22.964,23.301427352179488
43,20.40583333,20.455192305384614
44,27.065,25.500661477016482
45,22.526,22.415461537
46,21.4375,21.118333333076922
47,20.58333333,21.81267948615385
48,20.92833333,20.775576920769232
49,23.44333333,23.736846153205132
50,25.3425,24.940141023846156
51,22.25,21.85746153692308
52,16.46,16.838146926479467
53,19.8325,19.63532051230769
54,26.5375,26.54532051153846
55,23.01416667,23.63796153692308
56,17.30916667,17.973301798560676
57,26.06333333,26.35384615461538
58,20.335,20.52241656669109
59,21.44083333,21.408769232256414
60,23.42916667,23.467768366886446
61,14.9625,15.119262820602566
62,16.57166667,16.90322064451793
63,21.55416667,21.263576923846152
64,27.12666667,26.64307692230769
65,21.31,21.481025639230772
66,16.94583333,18.093560956857377
67,24.1025,24.85971700019373
68,27.47333333,26.335282048461536
69,20.4075,20.894559829230772
70,16.05466667,16.885516024134617
71,17.12666667,17.149764993739915
72,22.07416667,22.457179489230768
73,21.33,21.02300000071795
74,24.24083333,24.46826923173077
75,24.97833333,24.924615383846152
76,28.30416667,27.255
77,22.74583333,23.276699632197804
78,16.34166667,16.372005494725276
79,18.69533333,17.78992307846154
80,22.01133333,22.141179488461542
81,16.08333333,16.07478525623077
82,21.38166667,21.280668093162397
83,16.82666667,17.605115384615384
84,24.40166667,23.95429487153846
85,18.41,17.916582418582415
86,24.32733333,24.330724786615384
87,17.10833333,17.27712550473684
88,15.35916667,15.511313214025638
89,22.27533333,22.082040597307692
90,21.99666667,21.91027991417949
91,23.95166667,24.008141026153847
92,26.98416667,26.799512819230763
93,18.35666667,18.236115383846155
94,24.66666667,25.258918802948724
95,21.33266667,21.173115383846152
96,24.833,24.134376456468527
97,16.99333333,17.08545923343132
98,19.33166667,19.997871793076925
99,25.42,25.168461537692306
100,16.19666667,16.35346153676923
101,26.34333333,26.38646154004396
102,23.10583333,20.54943589615385
103,22.68666667,22.471756410000005
104,24.28416667,23.838724999576925
105,25.8575,25.142834498321676
106,27.11066667,25.689482905641025
107,16.14833333,17.068269229999995
108,20.798,20.797076923846152
109,23.12083333,25.024378204230768
110,18.18666667,18.1354618779399
111,21.176,21.51596154
112,20.8425,20.63888461692308
113,15.4925,15.526857043639456
114,23.61333333,23.607076922307694
115,16.93166667,17.694043337545295
116,20.948,21.104948715384612
117,24.68533333,24.10489743461539
118,15.21916667,15.063945742922773
119,14.77333333,15.979525640769229
120,17.24333333,17.289599715384618
121,21.41416667,21.53576923153846
122,22.95466667,23.131035897948713
123,20.85933333,21.238884613076923
124,16.18083333,16.610799475021135
125,17.18933333,17.211820513076926
126,16.64916667,16.43674359057692
127,15.78833333,15.81121794923077
128,25.35,25.653531870480773
129,16.595,16.547525640769233
130,22.71333333,23.29887179653846
131,23.72833333,24.29873076846154
132,18.51416667,18.43517951215495
133,15.6,16.043141026923077
134,23.9475,23.94433760487179
135,16.71416667,16.853486898079744
136,25.708,25.012399265119047
137,25.43416667,25.301878632871787
138,17.2775,17.32197256251687
139,22.62933333,22.877038460769235
140,24.18666667,22.990820511538463
141,17.475,17.157435896923076
142,26.2825,26.242051280000002
143,21.54533333,21.589461537692312
144,16.4825,16.551208713352132
145,24.76916667,25.133224553379954
146,16.37583333,16.78195833202692
147,27.51,27.623141024615386
148,20.60916667,20.58653846153846
149,20.82133333,20.807794871538462
150,23.70583333,23.448333331692307
151,25.01666667,23.41280219758242
152,16.84916667,22.06511538504808
153,22.70083333,23.44335897461539
154,19.955,19.958453526538456
155,19.65666667,19.752243590769233
156,22.55733333,22.20280219667033
157,17.87416667,17.872111722095237
158,25.075,25.338168496300366
