,testingvalues,predictedvalues
0,29.33,28.513113021850586
1,21.013,20.577926635742188
2,19.37833333,19.62852668762207
3,18.71875,19.401233673095703
4,24.89958333,24.854351043701172
5,15.45541667,15.68818187713623
6,23.91125,24.65425682067871
7,21.935,22.41252326965332
8,25.883000000000006,24.985937118530273
9,23.2975,22.908164978027344
10,20.21083333,20.574674606323242
11,19.605,18.346948623657227
12,23.85533333,23.863494873046875
13,22.02416667,22.21978759765625
14,15.33958333,16.118581771850586
15,23.21708333,24.31572151184082
16,21.52133333,22.279916763305664
17,16.87125,17.919919967651367
18,24.11666667,24.471473693847656
19,20.73566667,20.575166702270508
20,21.58708333,22.64754867553711
21,23.64433333,24.53076934814453
22,22.87333333,23.796289443969727
23,27.50916667,26.746381759643555
24,20.62208333,20.866798400878906
25,23.59208333,24.41751480102539
26,17.49666667,17.046016693115234
27,20.86433333,21.154386520385742
28,21.01041667,21.382831573486328
29,15.7725,15.696939468383789
30,15.99375,17.49761199951172
31,28.578000000000007,27.96990966796875
32,23.94633333,25.657207489013672
33,20.791,21.20302391052246
34,16.87291667,19.322227478027344
35,23.96916667,23.27667236328125
36,21.39458333,21.595420837402344
37,19.01625,19.810510635375977
38,21.814,21.9122257232666
39,22.67291667,23.137130737304688
40,16.93291667,20.156309127807617
41,25.04166667,24.471473693847656
42,25.10666667,25.047792434692383
43,16.41708333,17.25049591064453
44,22.545,22.771228790283203
45,17.29416667,15.676565170288086
46,18.57791667,20.104196548461914
47,24.31208333,23.81413459777832
48,28.8325,27.748119354248047
49,25.50133333,24.846065521240234
50,18.33458333,18.628305435180664
51,19.405,19.643218994140625
52,26.99533333,26.938549041748047
53,22.24466667,22.510774612426758
54,26.03541667,27.917333602905273
55,20.99333333,20.20909309387207
56,18.429,17.831233978271484
57,24.01958333,22.97765350341797
58,22.45533333,22.771228790283203
59,15.97,15.796396255493164
60,16.33541667,17.647743225097656
61,17.43458333,18.628305435180664
62,27.86041667,27.178119659423828
63,18.48233333,16.621944427490234
64,21.7825,22.144804000854492
65,15.05333333,15.776769638061523
66,21.56416667,21.382831573486328
67,16.44583333,17.850467681884766
68,23.93375,24.15398597717285
69,21.92066667,22.21770477294922
70,16.67708333,17.8708438873291
71,20.7875,22.154760360717773
72,20.44916667,19.764598846435547
73,22.473000000000006,23.27667236328125
74,22.77133333,23.27667236328125
75,21.39133333,22.17376708984375
76,25.7315,24.985937118530273
77,14.52458333,15.654058456420898
78,17.38625,19.457666397094727
79,25.28791667,23.720726013183594
80,18.14208333,18.11441993713379
81,20.63666667,19.45142364501953
82,18.32,19.91398048400879
83,25.56666667,23.27667236328125
84,17.767,17.749666213989258
85,16.81375,18.2371826171875
86,24.37666667,24.159547805786133
87,18.8425,16.96500587463379
88,18.25416667,17.681209564208984
89,24.58125,23.476966857910156
90,25.6175,25.68875503540039
91,24.96458333,23.243328094482422
92,17.27541667,17.073974609375
93,20.88633333,21.704538345336914
94,22.04708333,21.687658309936523
95,22.316,20.736942291259766
96,16.45541667,17.437297821044922
97,17.27958333,15.911978721618652
98,20.51916667,21.30337142944336
99,25.76433333,23.861064910888672
100,25.82,23.945899963378906
101,15.1775,15.757718086242676
102,22.99833333,24.146650314331055
103,24.47375,24.806428909301758
104,16.57958333,17.63361358642578
105,17.16041667,15.911978721618652
106,20.97041667,21.79605484008789
107,22.254,24.489566802978516
108,28.43125,27.2503662109375
109,17.52766667,17.99953842163086
110,17.49791667,17.139022827148438
111,20.52791667,21.288742065429688
112,23.846,25.199907302856445
113,15.4775,14.414870262145996
114,19.51333333,19.757795333862305
115,24.61933333,25.497356414794922
116,19.34291667,20.75795555114746
117,22.581,23.0773983001709
118,17.08966667,18.25094985961914
119,24.54375,23.823659896850586
120,22.46375,21.49916648864746
121,24.75541667,24.806428909301758
122,23.17125,23.0316219329834
123,24.38458333,24.31572151184082
124,19.4525,17.53636360168457
125,21.26733333,20.578075408935547
126,25.13416667,25.630342483520508
127,23.57166667,22.847387313842773
128,24.78041667,23.568029403686523
129,18.87208333,19.551380157470703
130,21.30791667,21.513696670532227
131,27.39908333,27.279186248779297
132,25.05458333,25.33087921142578
133,27.56458333,27.361244201660156
134,25.41791667,24.945070266723633
135,23.89166667,23.544172286987305
136,15.729,17.573598861694336
137,14.31966667,14.665721893310547
138,19.81208333,19.733320236206055
139,23.947,24.207569122314453
140,25.68566667,25.09809684753418
141,21.08833333,20.690961837768555
142,19.09666667,20.02423095703125
143,23.91533333,24.165231704711914
144,22.2125,23.487571716308594
145,24.34,23.206571578979492
146,29.01208333,27.861919403076172
147,27.245,26.59156036376953
148,15.31708333,14.941211700439453
149,16.96083333,15.742032051086426
150,15.41,17.292081832885742
151,22.83708333,23.27667236328125
152,19.25516667,19.1556339263916
153,23.38866667,22.002878189086914
154,14.24133333,15.563919067382812
155,17.41366667,16.441558837890625
156,15.51166667,15.526511192321777
157,21.58791667,22.007123947143555
158,15.2825,15.438798904418945
159,15.38333333,15.71410083770752
160,25.87541667,26.707019805908203
161,17.03458333,18.214393615722656
162,17.17416667,18.089927673339844
163,17.51958333,17.258596420288086
164,24.3425,24.471473693847656
165,21.01166667,20.389286041259766
166,16.12208333,16.690292358398438
167,17.32916667,17.84864044189453
168,19.08,17.97174072265625
169,15.90133333,16.221965789794922
170,18.95041667,17.663665771484375
171,21.8275,23.667421340942383
172,23.80791667,23.583356857299805
173,26.77583333,25.653404235839844
174,22.3375,19.120481491088867
175,23.37666667,23.63616943359375
176,15.25125,15.246283531188965
177,23.00958333,24.543004989624023
178,15.26,15.825398445129395
179,19.53833333,19.370790481567383
180,29.55583333,27.493995666503906
181,22.019,20.816980361938477
182,18.7525,18.92744255065918
183,27.37958333,22.60226821899414
184,20.53916667,21.129440307617188
185,24.17416667,24.471473693847656
186,16.41375,17.412317276000977
187,23.0825,22.969762802124023
188,26.35375,25.68875503540039
189,15.515,15.354571342468262
