,testingvalues,predicted
0,29.33,26.78567886352539
1,21.013,19.239521026611328
2,19.37833333,20.936283111572266
3,18.71875,20.853580474853516
4,24.89958333,24.798322677612305
5,15.45541667,15.676852226257324
6,23.91125,24.924076080322266
7,21.935,22.673267364501953
8,25.883000000000006,24.858264923095703
9,23.2975,23.620807647705078
10,20.21083333,20.963829040527344
11,19.605,17.330930709838867
12,23.85533333,23.68130111694336
13,22.02416667,22.642269134521484
14,15.33958333,15.563122749328613
15,23.21708333,24.407928466796875
16,21.52133333,22.576072692871094
17,16.87125,19.27798843383789
18,24.11666667,24.399526596069336
19,20.73566667,21.66421890258789
20,21.58708333,22.57101821899414
21,23.64433333,24.43877410888672
22,22.87333333,24.041385650634766
23,27.50916667,26.210493087768555
24,20.62208333,21.8500919342041
25,23.59208333,24.647418975830078
26,17.49666667,19.96646499633789
27,20.86433333,21.815044403076172
28,21.01041667,21.596288681030273
29,15.7725,15.436516761779785
30,15.99375,19.26568603515625
31,28.578000000000007,27.42013931274414
32,23.94633333,25.411884307861328
33,20.791,22.432222366333008
34,16.87291667,20.488418579101562
35,23.96916667,23.98680305480957
36,21.39458333,22.097518920898438
37,19.01625,21.500675201416016
38,21.814,22.055776596069336
39,22.67291667,23.642833709716797
40,16.93291667,20.696247100830078
41,25.04166667,24.642221450805664
42,25.10666667,25.24681282043457
43,16.41708333,17.383235931396484
44,22.545,23.254831314086914
45,17.29416667,15.603471755981445
46,18.57791667,21.503604888916016
47,24.31208333,24.175052642822266
48,28.8325,26.72577667236328
49,25.50133333,25.028043746948242
50,18.33458333,18.939462661743164
51,19.405,21.5303897857666
52,26.99533333,26.53826332092285
53,22.24466667,22.920034408569336
54,26.03541667,26.054386138916016
55,20.99333333,21.072959899902344
56,18.429,18.03506851196289
57,24.01958333,22.56705665588379
58,22.45533333,23.535322189331055
59,15.97,15.894658088684082
60,16.33541667,17.559371948242188
61,17.43458333,18.722745895385742
62,27.86041667,26.223705291748047
63,18.48233333,19.01523208618164
64,21.7825,22.51168441772461
65,15.05333333,18.05551528930664
66,21.56416667,21.45720863342285
67,16.44583333,18.29712677001953
68,23.93375,24.032543182373047
69,21.92066667,22.768550872802734
70,16.67708333,18.49882698059082
71,20.7875,23.001811981201172
72,20.44916667,20.587390899658203
73,22.473000000000006,23.781957626342773
74,22.77133333,23.949501037597656
75,21.39133333,22.606937408447266
76,25.7315,24.94742202758789
77,14.52458333,14.314799308776855
78,17.38625,19.470476150512695
79,25.28791667,23.884521484375
80,18.14208333,18.40683364868164
81,20.63666667,21.27151870727539
82,18.32,21.02164077758789
83,25.56666667,23.876293182373047
84,17.767,19.06277847290039
85,16.81375,20.21514892578125
86,24.37666667,24.243432998657227
87,18.8425,16.995258331298828
88,18.25416667,16.874435424804688
89,24.58125,23.457202911376953
90,25.6175,25.578771591186523
91,24.96458333,23.808507919311523
92,17.27541667,16.77375602722168
93,20.88633333,22.28768539428711
94,22.04708333,23.700504302978516
95,22.316,21.3714656829834
96,16.45541667,17.64860725402832
97,17.27958333,16.78446388244629
98,20.51916667,21.918210983276367
99,25.76433333,24.656742095947266
100,25.82,24.67227554321289
101,15.1775,16.113000869750977
102,22.99833333,24.034496307373047
103,24.47375,24.762191772460938
104,16.57958333,17.655616760253906
105,17.16041667,16.74872398376465
106,20.97041667,22.303634643554688
107,22.254,24.569293975830078
108,28.43125,25.315216064453125
109,17.52766667,17.396278381347656
110,17.49791667,17.215782165527344
111,20.52791667,21.51690673828125
112,23.846,25.94607925415039
113,15.4775,16.301929473876953
114,19.51333333,21.334415435791016
115,24.61933333,25.806095123291016
116,19.34291667,20.50429916381836
117,22.581,23.68189811706543
118,17.08966667,17.996746063232422
119,24.54375,24.066410064697266
120,22.46375,22.045215606689453
121,24.75541667,24.85004997253418
122,23.17125,23.860857009887695
123,24.38458333,24.37417984008789
124,19.4525,17.905414581298828
125,21.26733333,20.859153747558594
126,25.13416667,25.79574966430664
127,23.57166667,23.020496368408203
128,24.78041667,24.454425811767578
129,18.87208333,19.29041290283203
130,21.30791667,22.0924072265625
131,27.39908333,25.94638442993164
132,25.05458333,25.32834243774414
133,27.56458333,26.34445571899414
134,25.41791667,25.12845230102539
135,23.89166667,23.68844223022461
136,15.729,19.05044937133789
137,14.31966667,15.540423393249512
138,19.81208333,20.003005981445312
139,23.947,24.267642974853516
140,25.68566667,25.10914421081543
141,21.08833333,19.95343589782715
142,19.09666667,20.552350997924805
143,23.91533333,24.270641326904297
144,22.2125,23.434825897216797
145,24.34,23.415958404541016
146,29.01208333,25.996341705322266
147,27.245,26.487499237060547
148,15.31708333,16.70639419555664
149,16.96083333,15.477581977844238
150,15.41,18.945133209228516
151,22.83708333,23.868091583251953
152,19.25516667,20.484745025634766
153,23.38866667,22.493736267089844
154,14.24133333,14.520163536071777
155,17.41366667,15.79080867767334
156,15.51166667,15.45942211151123
157,21.58791667,22.454795837402344
158,15.2825,14.549832344055176
159,15.38333333,18.02566909790039
160,25.87541667,25.777482986450195
161,17.03458333,19.85732650756836
162,17.17416667,19.24588394165039
163,17.51958333,18.267719268798828
164,24.3425,24.790451049804688
165,21.01166667,22.29979705810547
166,16.12208333,16.67951202392578
167,17.32916667,19.970844268798828
168,19.08,18.315217971801758
169,15.90133333,17.471988677978516
170,18.95041667,17.755615234375
171,21.8275,24.17593765258789
172,23.80791667,23.122798919677734
173,26.77583333,25.235599517822266
174,22.3375,20.50387954711914
175,23.37666667,23.943683624267578
176,15.25125,15.942976951599121
177,23.00958333,24.942312240600586
178,15.26,18.075565338134766
179,19.53833333,19.224143981933594
180,29.55583333,26.97933006286621
181,22.019,21.94137191772461
182,18.7525,18.068058013916016
183,27.37958333,23.36795425415039
184,20.53916667,20.357040405273438
185,24.17416667,24.61961555480957
186,16.41375,17.264659881591797
187,23.0825,23.137653350830078
188,26.35375,25.63326644897461
189,15.515,16.187498092651367
190,19.995,17.99371337890625
191,15.07533333,14.56396770477295
192,15.09041667,15.14111614227295
